,Name,Position,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total
14579,I. Armaș,LCB,34.0,34.0,33.0,71.0,70.0,242.0
14580,D. Revan,SUB,74.0,71.0,47.0,48.0,72.0,312.0
14581,A. Sušac,SUB,34.0,35.0,45.0,54.0,59.0,227.0
14582,O. Vanegas,SUB,55.0,60.0,44.0,64.0,58.0,281.0
14583,M. Malec,SUB,54.0,54.0,34.0,65.0,66.0,273.0
14584,S. Ben Amar,SUB,62.0,61.0,49.0,54.0,37.0,263.0
14585,B. Tomiak,RCB,58.0,63.0,56.0,64.0,55.0,296.0
14586,15 Iker Hernández,RES,48.0,49.0,47.0,54.0,45.0,243.0
14587,Jaume,SUB,58.0,58.0,60.0,40.0,21.0,237.0
14588,H. Holgate,SUB,66.0,65.0,45.0,64.0,58.0,298.0
14589,P. O'Connor,RCB,55.0,48.0,50.0,70.0,76.0,299.0
14590,A. Jasson,SUB,69.0,70.0,62.0,52.0,28.0,281.0
14591,Pacheco,RES,56.0,53.0,49.0,59.0,61.0,278.0
14592,S. Mischitz,RES,71.0,61.0,68.0,58.0,48.0,306.0
14593,R. Khaleel,RES,74.0,72.0,75.0,47.0,35.0,303.0
14594,D. Dierckx,RES,42.0,55.0,39.0,55.0,51.0,242.0
14595,R. van den Berg,RES,58.0,51.0,46.0,35.0,53.0,243.0
14596,L. Walta,RES,61.0,66.0,56.0,43.0,43.0,269.0
14597,O. van Hattum,SUB,76.0,84.0,58.0,49.0,45.0,312.0
14598,Diego Bri,RES,61.0,60.0,62.0,40.0,25.0,248.0
14599,E. Lalchhanchhuaha,SUB,70.0,67.0,65.0,57.0,55.0,314.0
14600,M. Dijakovic,RES,65.0,69.0,63.0,63.0,59.0,319.0
14601,A. Areola,SUB,56.0,54.0,58.0,38.0,26.0,232.0
14602,M. Niang,RES,73.0,77.0,44.0,44.0,32.0,270.0
14603,20 S. García,SUB,65.0,63.0,65.0,54.0,45.0,292.0
14604,J. Dinzeyi,SUB,58.0,62.0,47.0,51.0,49.0,267.0
14605,A. Sylla,RES,66.0,52.0,42.0,66.0,46.0,272.0
14606,B. Kikanović,SUB,69.0,76.0,61.0,42.0,38.0,286.0
14607,J. Aspropotamitis,RCB,65.0,63.0,56.0,74.0,62.0,320.0
14608,G. Donnarumma,GK,50.0,55.0,64.0,34.0,30.0,233.0
14609,H. Perritt,SUB,65.0,62.0,60.0,69.0,53.0,309.0
14610,F. Carstens,CB,51.0,55.0,37.0,60.0,67.0,270.0
14611,C. Diedhiou,SUB,60.0,64.0,42.0,63.0,73.0,302.0
14612,Kim Bong Soo,LCM,56.0,51.0,51.0,45.0,59.0,262.0
14613,J. Jones,SUB,65.0,67.0,52.0,60.0,55.0,299.0
14614,T. Bertelsmann,SUB,80.0,68.0,73.0,56.0,50.0,327.0
14615,A. Lopes,GK,63.0,64.0,67.0,36.0,45.0,275.0
14616,Salazar,RES,51.0,54.0,52.0,53.0,34.0,244.0
14617,B. Brahimi,SUB,67.0,66.0,61.0,54.0,38.0,286.0
14618,A. Griger,SUB,64.0,70.0,61.0,54.0,30.0,279.0
14619,T. Clayton,RES,62.0,60.0,55.0,51.0,54.0,282.0
14620,21 D. Wheater,SUB,34.0,34.0,32.0,30.0,73.0,203.0
14621,J. Ngounou Djayo,SUB,73.0,73.0,62.0,64.0,32.0,304.0
14622,C. Vivas,RCB,59.0,62.0,58.0,59.0,64.0,302.0
14623,R. Wood,CB,30.0,31.0,29.0,64.0,66.0,220.0
14624,21 M. Tshibuabua,RES,54.0,51.0,44.0,56.0,54.0,259.0
14625,18 G. Greer,SUB,30.0,27.0,45.0,36.0,74.0,212.0
14626,N. Hoffmann,CDM,30.0,34.0,54.0,67.0,68.0,253.0
14627,S. Stubbs,SUB,52.0,50.0,51.0,59.0,59.0,271.0
14628,A. Robles,SUB,47.0,64.0,46.0,54.0,29.0,240.0
14629,L. Cornic,SUB,72.0,65.0,75.0,57.0,51.0,320.0
14630,J. Cáceres,SUB,70.0,70.0,63.0,49.0,32.0,284.0
14631,T. Datković,SUB,56.0,67.0,42.0,49.0,64.0,278.0
14632,F. Tauchhammer,SUB,69.0,63.0,52.0,45.0,55.0,284.0
14633,19 Robert Costa,RES,44.0,50.0,30.0,33.0,51.0,208.0
14634,19 Roger Riera,RES,40.0,54.0,58.0,34.0,59.0,245.0
14635,M. Taylor,LCB,62.0,68.0,52.0,48.0,68.0,298.0
14636,S. Evangelou,SUB,60.0,60.0,44.0,61.0,66.0,291.0
14637,A. Eastham,RCB,49.0,37.0,49.0,72.0,64.0,271.0
14638,T. Anderson,LCB,34.0,34.0,31.0,76.0,79.0,254.0
14639,H. Vaughan,SUB,75.0,77.0,80.0,50.0,31.0,313.0
14640,T. Grivosti,SUB,62.0,64.0,43.0,56.0,62.0,287.0
14641,J. Rodríguez,LB,72.0,72.0,55.0,68.0,51.0,318.0
14642,A. Tsoungui,SUB,56.0,61.0,47.0,58.0,54.0,276.0
14643,J. Löfgren,SUB,55.0,58.0,45.0,60.0,56.0,274.0
14644,H. Lloris,GK,61.0,62.0,55.0,41.0,31.0,250.0
14645,A. Ortíz,RES,40.0,48.0,41.0,40.0,50.0,219.0
14646,M. Hundley,RES,61.0,69.0,68.0,51.0,39.0,288.0
14647,F. Luckeneder,LCB,48.0,51.0,32.0,76.0,72.0,279.0
14649,Zhou Xin,SUB,66.0,67.0,63.0,61.0,53.0,310.0
14650,S. Rathi,LCB,66.0,78.0,72.0,66.0,59.0,341.0
14651,C. Jolley,RES,68.0,69.0,60.0,52.0,43.0,292.0
14652,M. Steinwender,SUB,46.0,53.0,47.0,65.0,68.0,279.0
14653,L. Neilson,SUB,66.0,68.0,54.0,64.0,53.0,305.0
14654,B. Archbold,SUB,73.0,71.0,70.0,58.0,52.0,324.0
14655,T. Wolff,RES,71.0,73.0,65.0,50.0,26.0,285.0
14656,M. Elimbi,RES,64.0,60.0,48.0,57.0,56.0,285.0
14657,B. Boruń,RES,69.0,67.0,59.0,54.0,47.0,296.0
14658,Guaita,GK,51.0,52.0,63.0,41.0,24.0,231.0
14659,J. Lang,RES,54.0,64.0,44.0,53.0,57.0,272.0
14660,Wen Yongjun,SUB,65.0,62.0,61.0,38.0,60.0,286.0
14661,G. Gohlke,SUB,54.0,66.0,47.0,56.0,76.0,299.0
14662,J. Helliwell,RES,74.0,73.0,80.0,66.0,44.0,337.0
14663,J. Butler,SUB,78.0,76.0,66.0,55.0,29.0,304.0
14664,T. Fellows,RES,84.0,82.0,73.0,49.0,35.0,323.0
14665,20 H. Weigelt,RES,55.0,59.0,53.0,56.0,60.0,283.0
14666,21 J. Davies,RES,68.0,64.0,64.0,57.0,46.0,299.0
14667,20 A. Rolin,SUB,48.0,63.0,40.0,54.0,72.0,277.0
14668,Aitor Paredes,RES,60.0,63.0,42.0,62.0,59.0,286.0
14669,P. Kalambayi,SUB,67.0,70.0,56.0,71.0,53.0,317.0
14670,Flávio,RCB,47.0,53.0,37.0,56.0,75.0,268.0
14671,A. Descotte,SUB,63.0,73.0,68.0,51.0,35.0,290.0
14672,J. Batioja,SUB,58.0,57.0,51.0,52.0,63.0,281.0
14673,J. Olowu,SUB,60.0,69.0,56.0,61.0,54.0,300.0
14674,A. Marchesín,GK,55.0,52.0,68.0,38.0,45.0,258.0
14675,K. Lloyd,RES,74.0,72.0,64.0,64.0,51.0,325.0
14676,J. Hernández,RES,61.0,62.0,60.0,54.0,37.0,274.0
14677,S. Włodarczyk,RES,70.0,62.0,58.0,58.0,64.0,312.0
14678,D. Bettella,RES,52.0,54.0,51.0,48.0,57.0,262.0
14679,Sergio Asenjo,SUB,59.0,54.0,62.0,41.0,20.0,236.0
14680,Rui Patrício,GK,53.0,57.0,61.0,45.0,37.0,253.0
14681,Martín,RES,53.0,62.0,40.0,54.0,60.0,269.0
14682,J. Verlaat,RCB,44.0,53.0,49.0,56.0,69.0,271.0
14683,21 T. Allarakhia,RES,81.0,75.0,70.0,41.0,31.0,298.0
14684,16 J. M'voto,RCB,49.0,71.0,34.0,71.0,68.0,293.0
14685,S. Ogbaidze,RES,62.0,70.0,61.0,55.0,63.0,311.0
14686,14 Fábio,GK,56.0,31.0,59.0,43.0,45.0,234.0
14687,D. Fisher,SUB,67.0,67.0,65.0,57.0,29.0,285.0
14688,R. Bennett,RCB,36.0,39.0,30.0,51.0,81.0,237.0
14689,20 C. Pérez,RCB,47.0,47.0,50.0,62.0,62.0,268.0
14690,18 J. Gordon,RES,74.0,78.0,79.0,58.0,40.0,329.0
14691,L. Díaz,RES,60.0,61.0,43.0,63.0,55.0,282.0
14692,C. Caton,SUB,77.0,72.0,72.0,55.0,33.0,309.0
14693,J. Wakely,RES,51.0,54.0,39.0,54.0,55.0,253.0
14694,21 L. Morante,SUB,54.0,54.0,48.0,59.0,58.0,273.0
14695,H. Gambor,RES,67.0,63.0,65.0,35.0,50.0,280.0
14696,S. Roughan,SUB,63.0,64.0,48.0,59.0,51.0,285.0
14697,21 T. Cordner,RES,54.0,55.0,51.0,64.0,57.0,281.0
14698,B. Davis,RES,80.0,74.0,68.0,66.0,31.0,319.0
14699,M. Wasinski,SUB,65.0,69.0,60.0,60.0,57.0,311.0
14700,21 M. Komar,RES,55.0,55.0,47.0,63.0,60.0,280.0
14701,A. Medioub,RES,45.0,55.0,44.0,59.0,69.0,272.0
14702,H. Palacios,SUB,74.0,71.0,74.0,55.0,29.0,303.0
14703,21 Pichu Atienza,SUB,34.0,32.0,51.0,54.0,71.0,242.0
14704,M. Dembélé,SUB,55.0,34.0,55.0,57.0,60.0,261.0
14705,Y. Amankwah,RCB,39.0,35.0,37.0,67.0,70.0,248.0
14706,21 J. Buxton,RES,38.0,34.0,42.0,47.0,72.0,233.0
14707,20 Claiton,LCB,40.0,45.0,55.0,45.0,67.0,252.0
14708,21 B. Moltenis,SUB,48.0,49.0,43.0,62.0,61.0,263.0
14709,S. Sherring,LCB,65.0,63.0,55.0,65.0,55.0,303.0
14710,H. Jewitt-White,RES,67.0,68.0,60.0,52.0,46.0,293.0
14711,21 D. Hoyo-Kowalski,SUB,66.0,66.0,71.0,68.0,49.0,320.0
14712,S. Guðjohnsen,SUB,38.0,52.0,50.0,56.0,66.0,262.0
14713,21 David Cardoso,RES,58.0,54.0,43.0,58.0,48.0,261.0
14714,M. Rohr,SUB,50.0,55.0,44.0,61.0,65.0,275.0
14715,F. Otto,SUB,55.0,51.0,42.0,54.0,52.0,254.0
14716,I. Altuntas,RES,62.0,63.0,67.0,58.0,46.0,296.0
14717,J. Baptiste,RES,65.0,61.0,48.0,49.0,55.0,278.0
14718,K. Jameson,SUB,56.0,53.0,44.0,58.0,54.0,265.0
14719,21 C. Dikamona,SUB,55.0,63.0,58.0,53.0,84.0,313.0
14720,N. Saliba,RES,62.0,61.0,65.0,40.0,55.0,283.0
14721,21 S. Tasdemir,SUB,63.0,71.0,63.0,35.0,38.0,270.0
14722,L. Lykkegaard,SUB,67.0,67.0,62.0,53.0,49.0,298.0
14723,20 D. González,RCB,40.0,47.0,37.0,57.0,74.0,255.0
14724,A. Ordoñez,RES,55.0,60.0,56.0,48.0,31.0,250.0
14725,F. Monetti,RES,56.0,57.0,48.0,32.0,41.0,234.0
14726,R. Stratulis,RES,84.0,80.0,82.0,56.0,33.0,335.0
14727,M. Lešković,RCB,62.0,67.0,46.0,58.0,67.0,300.0
14728,R. Cundy,RES,51.0,53.0,49.0,57.0,57.0,267.0
14729,K. Corbally,SUB,71.0,69.0,68.0,54.0,36.0,298.0
14730,20 C. Morgan,SUB,28.0,32.0,26.0,52.0,59.0,197.0
14731,L. Dendoncker,SUB,51.0,61.0,52.0,61.0,53.0,278.0
14732,A. Akurugu,RES,62.0,64.0,60.0,60.0,52.0,298.0
14733,Rafael Santos,LCB,55.0,68.0,45.0,61.0,59.0,288.0
14734,I. Laquintana,RES,61.0,65.0,53.0,66.0,25.0,270.0
14735,K. Miura,RES,29.0,30.0,29.0,30.0,45.0,163.0
14736,C. Torres,RES,65.0,64.0,64.0,44.0,38.0,275.0
14737,Y. Gurfinkel,SUB,63.0,61.0,54.0,64.0,54.0,296.0
14738,Víctor Chust,RES,63.0,72.0,45.0,54.0,62.0,296.0
14739,J. Hawkins,RES,75.0,73.0,75.0,51.0,29.0,303.0
14740,L. Racic,RES,62.0,57.0,54.0,52.0,58.0,283.0
14741,21 Y. Bonny,RES,68.0,69.0,61.0,54.0,35.0,287.0
14742,K. Schmeichel,GK,45.0,51.0,61.0,34.0,35.0,226.0
14743,S. Blaney,SUB,49.0,71.0,55.0,57.0,57.0,289.0
14744,18 Cristian,RES,35.0,42.0,45.0,63.0,68.0,253.0
14745,R. Richards,RES,72.0,64.0,62.0,54.0,33.0,285.0
14746,L. Lacroix,RES,48.0,60.0,39.0,51.0,49.0,247.0
14747,S. Jatta,SUB,71.0,72.0,76.0,45.0,27.0,291.0
14748,B. Meijer,SUB,57.0,54.0,50.0,54.0,65.0,280.0
14749,D. Batth,SUB,31.0,32.0,35.0,72.0,79.0,249.0
14750,A. Hackford,RES,88.0,84.0,70.0,53.0,29.0,324.0
14751,B. Šerbečić,SUB,63.0,65.0,34.0,59.0,58.0,279.0
14752,A. Jarvis,SUB,62.0,65.0,52.0,65.0,52.0,296.0
14753,B. Leno,GK,55.0,56.0,52.0,43.0,28.0,234.0
14754,G. Yow,RES,65.0,59.0,72.0,54.0,49.0,299.0
14755,21 W. Morgan,RES,27.0,32.0,28.0,31.0,78.0,196.0
14756,F. Alves,SUB,53.0,52.0,44.0,67.0,56.0,272.0
14757,J. Sikora,RES,68.0,69.0,65.0,61.0,45.0,308.0
14758,Y. Sommer,GK,48.0,54.0,55.0,45.0,38.0,240.0
14759,Y. M'Bemba,RES,52.0,63.0,43.0,46.0,62.0,266.0
14760,T. Dallison,RCB,38.0,50.0,48.0,66.0,56.0,258.0
14761,21 B. Spencer-Adams,RES,54.0,52.0,43.0,52.0,54.0,255.0
14762,J. Courtney-Perkins,RES,73.0,71.0,57.0,64.0,49.0,314.0
14763,S. Anderson,RES,61.0,57.0,66.0,61.0,55.0,300.0
14764,I. Tapia,LCB,56.0,52.0,36.0,65.0,58.0,267.0
14765,H. Appiah Tawiah,RCB,67.0,66.0,47.0,67.0,59.0,306.0
14766,F. Bamenye,SUB,62.0,66.0,61.0,38.0,29.0,256.0
14767,Diego Alende,LCB,42.0,41.0,28.0,58.0,60.0,229.0
14768,R. Bozinovski,RES,64.0,62.0,54.0,41.0,36.0,257.0
14769,J. Brooking,RES,61.0,58.0,43.0,58.0,57.0,277.0
14770,M. Ryan,SUB,53.0,52.0,53.0,34.0,36.0,228.0
14771,R. Duncan,RES,66.0,68.0,64.0,34.0,39.0,271.0
14772,G. Sithole,SUB,84.0,83.0,61.0,59.0,29.0,316.0
14773,21 Y. Abdioğlu,SUB,64.0,55.0,46.0,61.0,65.0,291.0
14774,21 M. Dawson,RES,28.0,29.0,40.0,29.0,72.0,198.0
14775,C. Thompson,RES,75.0,68.0,70.0,63.0,28.0,304.0
14776,L. Sánchez,SUB,64.0,55.0,45.0,62.0,50.0,276.0
14777,T. Onyeka,RES,76.0,79.0,64.0,62.0,34.0,315.0
14778,D. Happe,LCB,55.0,55.0,34.0,78.0,61.0,283.0
14779,L. Jenkins,RES,64.0,66.0,60.0,55.0,65.0,310.0
14780,L. Mansell,RES,62.0,65.0,60.0,62.0,40.0,289.0
14781,D. Sealy,RES,66.0,65.0,51.0,52.0,25.0,259.0
14782,J. Aguayo,RES,61.0,54.0,42.0,63.0,48.0,268.0
14783,S. Beckwith,RES,61.0,64.0,56.0,60.0,49.0,290.0
14784,E. Arslan,RES,51.0,55.0,69.0,55.0,39.0,269.0
14785,M. Emilsen,SUB,53.0,58.0,52.0,41.0,52.0,256.0
14786,R. Højlund,SUB,71.0,78.0,60.0,54.0,26.0,289.0
14787,Hu Xingyu,SUB,65.0,68.0,60.0,61.0,57.0,311.0
14788,B. Greenwood,RES,68.0,60.0,57.0,56.0,55.0,296.0
14789,A. Rodríguez,SUB,59.0,58.0,52.0,60.0,34.0,263.0
14790,Vani Da Silva,SUB,82.0,84.0,71.0,52.0,45.0,334.0
14791,E. Cabeza,RES,64.0,58.0,45.0,63.0,60.0,290.0
14792,K. Boma,RES,49.0,50.0,41.0,53.0,58.0,251.0
14793,B. Skaret,SUB,60.0,54.0,45.0,61.0,53.0,273.0
14794,R. Wikström,RES,66.0,54.0,54.0,55.0,55.0,284.0
14795,I. Khune,SUB,35.0,35.0,59.0,25.0,32.0,186.0
14796,J. Ojala,LCB,33.0,34.0,49.0,64.0,58.0,238.0
14797,A. Long,RES,57.0,54.0,46.0,55.0,52.0,264.0
14798,21 A. Sjöberg,SUB,37.0,36.0,38.0,52.0,71.0,234.0
14799,S. Morris,SUB,82.0,78.0,74.0,53.0,28.0,315.0
14800,O. Fallenius,RES,79.0,78.0,55.0,54.0,39.0,305.0
14801,L. Singh,RES,59.0,59.0,60.0,52.0,50.0,280.0
14802,A. Abqar,RES,40.0,51.0,49.0,59.0,60.0,259.0
14803,A. Halme,SUB,45.0,48.0,39.0,59.0,71.0,262.0
14804,M. Sawadogo,RES,68.0,66.0,71.0,57.0,53.0,315.0
14805,J. González,SUB,63.0,56.0,47.0,74.0,40.0,280.0
14806,20 E. Pogatetz,SUB,31.0,30.0,32.0,48.0,80.0,221.0
14807,B. Traoré,SUB,64.0,68.0,49.0,59.0,56.0,296.0
14808,J. Haak,SUB,50.0,45.0,56.0,32.0,56.0,239.0
14809,D. Lelle,RES,55.0,55.0,53.0,52.0,54.0,269.0
14810,J. Pfennig,RES,55.0,55.0,45.0,55.0,54.0,264.0
14811,S. Akaydin,RCB,53.0,53.0,49.0,61.0,70.0,286.0
14812,C. Masterson,LCB,50.0,52.0,37.0,53.0,55.0,247.0
14813,E. Oubella,RES,62.0,68.0,63.0,60.0,55.0,308.0
14814,21 H. Bunker,RES,59.0,57.0,55.0,54.0,42.0,267.0
14815,K. Coates,RES,71.0,67.0,58.0,62.0,52.0,310.0
14816,Javi Martínez,RES,57.0,56.0,44.0,58.0,62.0,277.0
14817,21 J. Lawrence,RCB,63.0,64.0,47.0,67.0,54.0,295.0
14818,O. Casey,RES,49.0,50.0,46.0,55.0,59.0,259.0
14819,R. Diarra,SUB,49.0,40.0,53.0,50.0,55.0,247.0
14820,S. Sabetkar,RCB,56.0,62.0,46.0,66.0,52.0,282.0
14821,C. Taylor,RCB,66.0,57.0,55.0,51.0,55.0,284.0
14822,E. Šipović,LCB,34.0,36.0,33.0,79.0,56.0,238.0
14823,C. Brown,SUB,60.0,63.0,53.0,54.0,50.0,280.0
14824,N. Lonwijk,SUB,61.0,64.0,45.0,58.0,53.0,281.0
14825,C. Terán,RCB,63.0,61.0,48.0,55.0,53.0,280.0
14826,D. Galjen,RES,72.0,68.0,63.0,50.0,40.0,293.0
14827,J. Omlin,GK,49.0,51.0,32.0,35.0,22.0,189.0
14828,N. Melvin-Lambert,SUB,71.0,74.0,69.0,53.0,48.0,315.0
14829,D. Wright-Phillips,RES,77.0,71.0,52.0,49.0,26.0,275.0
14830,21 M. O'Neill,RES,67.0,68.0,66.0,50.0,30.0,281.0
14831,B. Warland,SUB,47.0,53.0,56.0,69.0,53.0,278.0
14832,J. Myszor,RES,73.0,73.0,62.0,53.0,39.0,300.0
14833,B. Horton,RES,71.0,70.0,53.0,67.0,52.0,313.0
14834,B. Balogh,RES,63.0,57.0,48.0,54.0,69.0,291.0
14835,Jordi Masip,SUB,65.0,65.0,70.0,41.0,21.0,262.0
14836,A. Gündüz,RES,54.0,44.0,47.0,41.0,45.0,231.0
14837,F. Koç,RES,66.0,63.0,56.0,30.0,39.0,254.0
14838,Nelsildo Reis,GK,55.0,50.0,70.0,42.0,40.0,257.0
14839,14 M. Landreau,GK,32.0,34.0,48.0,44.0,24.0,182.0
14840,M. Kvinge,RES,63.0,61.0,78.0,53.0,33.0,288.0
14841,E. Kratzer,RES,61.0,62.0,68.0,54.0,49.0,294.0
14842,C. Dehmie,SUB,76.0,77.0,82.0,51.0,33.0,319.0
14843,T. Cissokho,LCB,54.0,47.0,39.0,63.0,53.0,256.0
14844,M. Oikonomou,SUB,41.0,52.0,33.0,61.0,66.0,253.0
14845,21 O. Sowunmi,SUB,54.0,55.0,34.0,67.0,61.0,271.0
14847,C. Garcia,RES,80.0,79.0,73.0,53.0,33.0,318.0
14848,19 V. Enyeama,RES,49.0,53.0,58.0,35.0,39.0,234.0
14849,B. Goodliffe,RCB,52.0,54.0,41.0,66.0,63.0,276.0
14850,C. Baker-Richardson,SUB,62.0,69.0,51.0,56.0,42.0,280.0
14851,21 G. Zajkov,RES,33.0,52.0,52.0,53.0,66.0,256.0
14852,J. Kenny,SUB,68.0,73.0,65.0,70.0,30.0,306.0
14853,T. Olusanya,RES,82.0,85.0,74.0,48.0,22.0,311.0
14854,O. Sivertsen,SUB,73.0,70.0,83.0,40.0,29.0,295.0
14855,N. Bhutia,RES,81.0,73.0,69.0,55.0,30.0,308.0
14856,J. Hansen,GK,41.0,42.0,49.0,41.0,32.0,205.0
14857,Pau López,GK,45.0,52.0,40.0,42.0,39.0,218.0
14858,G. Başkan,RES,55.0,55.0,45.0,64.0,63.0,282.0
14859,21 N. Spolli,SUB,32.0,42.0,30.0,32.0,71.0,207.0
14860,A. Besio,SUB,64.0,62.0,54.0,51.0,28.0,259.0
14861,K. Lomónaco,RES,63.0,59.0,49.0,63.0,54.0,288.0
14862,V. Moren,RCB,30.0,30.0,53.0,58.0,67.0,238.0
14863,21 J. Hamilton,RCB,55.0,57.0,53.0,61.0,70.0,296.0
14864,21 V. van den Bogert,SUB,48.0,49.0,49.0,53.0,56.0,255.0
14865,M. Borjan,GK,47.0,40.0,40.0,40.0,44.0,211.0
14866,S. Adewoye,SUB,69.0,67.0,58.0,51.0,64.0,309.0
14867,K. Pierre,RES,79.0,76.0,61.0,58.0,51.0,325.0
14868,S. Bain,SUB,62.0,58.0,68.0,30.0,35.0,253.0
14869,21 I. Cissé,RES,56.0,68.0,48.0,51.0,48.0,271.0
14870,K. Etete,SUB,71.0,72.0,67.0,47.0,29.0,286.0
14871,J. Sonnenberg,SUB,53.0,52.0,39.0,64.0,62.0,270.0
14872,H. Ramazani,SUB,83.0,86.0,84.0,68.0,42.0,363.0
14873,G. Mutombo,SUB,38.0,34.0,31.0,62.0,70.0,235.0
14874,L. Burián,GK,47.0,49.0,63.0,44.0,45.0,248.0
14876,J. Furlong,RES,65.0,60.0,60.0,50.0,52.0,287.0
14877,A. Talavera,GK,58.0,58.0,57.0,36.0,38.0,247.0
14878,C. Maghoma,SUB,45.0,44.0,33.0,67.0,54.0,243.0
14879,K. Ehibhatiomhan,RES,58.0,66.0,63.0,55.0,38.0,280.0
14880,20 J. Moreno,SUB,55.0,53.0,43.0,62.0,68.0,281.0
14881,S. Bamba,SUB,35.0,35.0,32.0,31.0,79.0,212.0
14882,A. Karo,RCB,52.0,54.0,49.0,67.0,55.0,277.0
14883,N. Gibs,SUB,77.0,70.0,71.0,71.0,48.0,337.0
14884,L. Edwards,RES,55.0,55.0,41.0,40.0,55.0,246.0
14885,J. O'Connor,RES,68.0,64.0,64.0,54.0,55.0,305.0
14886,A. Jackson,RES,66.0,67.0,52.0,42.0,48.0,275.0
14887,21 A. Jusino,LCB,43.0,52.0,36.0,77.0,47.0,255.0
14888,N. Ferreyra,SUB,33.0,34.0,52.0,51.0,73.0,243.0
14889,A. Rodriguez,RES,57.0,55.0,53.0,51.0,58.0,274.0
14890,A. Kuol,RES,78.0,76.0,65.0,66.0,24.0,309.0
14891,F. Cousin-Dawson,SUB,68.0,69.0,47.0,62.0,45.0,291.0
14892,20 André Luis Neitzke,RCB,47.0,46.0,33.0,56.0,59.0,241.0
14893,J. Mejías,SUB,61.0,66.0,51.0,50.0,60.0,288.0
14894,L. Morales,SUB,51.0,53.0,47.0,44.0,37.0,232.0
14895,D. Lalhlimpuia,SUB,64.0,66.0,60.0,46.0,37.0,273.0
14896,D. Livaković,GK,57.0,54.0,65.0,32.0,26.0,234.0
14897,P. Gozzi,RES,55.0,61.0,45.0,64.0,56.0,281.0
14898,A. Bærtelsen,SUB,60.0,61.0,56.0,54.0,56.0,287.0
14899,S. Nattestad,SUB,32.0,48.0,36.0,62.0,53.0,231.0
14900,N. Kastenhofer,LCB,60.0,55.0,61.0,50.0,55.0,281.0
14901,J. Gutiérrez,SUB,75.0,72.0,57.0,62.0,48.0,314.0
14902,J. Drommel,GK,50.0,52.0,62.0,40.0,22.0,226.0
14904,N. Gordon,SUB,63.0,65.0,61.0,61.0,60.0,310.0
14905,Neto,SUB,56.0,52.0,59.0,41.0,40.0,248.0
14906,M. Ćoćić,RES,74.0,67.0,75.0,35.0,32.0,283.0
14907,S. Raux-Yao,RES,44.0,55.0,45.0,61.0,63.0,268.0
14908,B. Karamoko,SUB,42.0,36.0,43.0,54.0,65.0,240.0
14909,K. Schmidt,SUB,56.0,55.0,65.0,62.0,55.0,293.0
14910,19 J. Pérez,RES,44.0,38.0,57.0,49.0,30.0,218.0
14911,L. van der Gaag,RES,34.0,34.0,48.0,54.0,63.0,233.0
14912,W. Sulaeman,RES,61.0,64.0,50.0,51.0,34.0,260.0
14913,Aitor,GK,58.0,53.0,70.0,42.0,15.0,238.0
14914,A. Baldwin,SUB,65.0,67.0,47.0,65.0,60.0,304.0
14915,M. Pollock,CB,54.0,63.0,48.0,68.0,65.0,298.0
14916,R. Borges Rodrigues,SUB,70.0,74.0,70.0,43.0,42.0,299.0
14917,M. Townsend-West,SUB,73.0,75.0,66.0,62.0,43.0,319.0
14918,Y. Djiga,RES,64.0,68.0,52.0,62.0,47.0,293.0
14919,P. Hristov,LCB,55.0,40.0,41.0,55.0,60.0,251.0
14920,L. Legge,SUB,33.0,34.0,30.0,77.0,78.0,252.0
14921,N. Touglo,SUB,60.0,62.0,58.0,50.0,56.0,286.0
14922,R. Kikuchi,RCB,39.0,44.0,41.0,71.0,67.0,262.0
14923,21 M. Ošs,RES,48.0,49.0,35.0,78.0,64.0,274.0
14924,J. Assi,RES,80.0,80.0,64.0,30.0,36.0,290.0
14925,D. Croitoru,SUB,77.0,75.0,73.0,59.0,48.0,332.0
14926,M. Dúbravka,SUB,48.0,44.0,47.0,38.0,28.0,205.0
14927,21 S. Bindjeme II,SUB,62.0,67.0,53.0,61.0,72.0,315.0
14928,T. Omotoye,SUB,69.0,74.0,66.0,52.0,32.0,293.0
14929,D. De Vita,SUB,58.0,63.0,56.0,65.0,55.0,297.0
14930,A. Cissoko,SUB,58.0,63.0,48.0,62.0,54.0,285.0
14931,J. García,CB,54.0,50.0,46.0,54.0,51.0,255.0
14932,C. Lucchetti,GK,40.0,45.0,44.0,35.0,45.0,209.0
14933,21 M. Talabidi,RES,65.0,55.0,45.0,52.0,50.0,267.0
14934,J. Botué,SUB,78.0,76.0,72.0,42.0,26.0,294.0
14935,F. Lockett,RES,71.0,72.0,65.0,54.0,38.0,300.0
14936,W. Rivera,RES,76.0,76.0,72.0,44.0,28.0,296.0
14937,T. Courtois,GK,42.0,52.0,62.0,38.0,23.0,217.0
14938,T. Pieńko,SUB,67.0,63.0,54.0,71.0,31.0,286.0
14939,21 K. Mouanga,RES,50.0,49.0,47.0,61.0,53.0,260.0
14940,N. Muci,RES,64.0,60.0,57.0,54.0,57.0,292.0
14941,Z. Emmerson,RES,70.0,73.0,72.0,53.0,38.0,306.0
14942,21 M. Touray,RES,68.0,67.0,52.0,52.0,36.0,275.0
14943,A. Grijalva,RES,55.0,54.0,48.0,61.0,62.0,280.0
14944,E. Belhadji,RES,65.0,54.0,51.0,31.0,34.0,235.0
14945,19 G. Peers,SUB,32.0,30.0,48.0,55.0,65.0,230.0
