,Name,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total,Acceleration Proportion,SprintSpeed Proportion,Agility Proportion,Stamina Proportion,Aggression Proportion
14580,A. Eisa,92.0,91.0,89.0,58.0,40.0,370.0,0.24864864864864866,0.24594594594594596,0.24054054054054055,0.15675675675675677,0.10810810810810811
14581,B. Dia,54.0,58.0,52.0,54.0,32.0,250.0,0.216,0.232,0.208,0.216,0.128
14582,M. Maidana,75.0,72.0,65.0,68.0,57.0,337.0,0.22255192878338279,0.21364985163204747,0.19287833827893175,0.20178041543026706,0.16913946587537093
14583,F. Brown Forbes,68.0,71.0,58.0,70.0,59.0,326.0,0.2085889570552147,0.21779141104294478,0.17791411042944785,0.2147239263803681,0.18098159509202455
14584,Jo Soo Chul,56.0,59.0,73.0,65.0,58.0,311.0,0.18006430868167203,0.18971061093247588,0.2347266881028939,0.2090032154340836,0.1864951768488746
14585,S. Banza,65.0,66.0,62.0,59.0,39.0,291.0,0.22336769759450173,0.2268041237113402,0.21305841924398625,0.2027491408934708,0.13402061855670103
14586,T. Onozawa,86.0,78.0,80.0,69.0,32.0,345.0,0.2492753623188406,0.22608695652173913,0.2318840579710145,0.2,0.0927536231884058
14587,J. Ndecky,76.0,72.0,75.0,66.0,78.0,367.0,0.20708446866485014,0.19618528610354224,0.20435967302452315,0.17983651226158037,0.2125340599455041
14588,L. Tupta,67.0,56.0,61.0,56.0,36.0,276.0,0.2427536231884058,0.2028985507246377,0.2210144927536232,0.2028985507246377,0.13043478260869565
14589,J. Pepper,66.0,42.0,68.0,86.0,64.0,326.0,0.20245398773006135,0.12883435582822086,0.2085889570552147,0.26380368098159507,0.19631901840490798
14590,M. Majrashi,69.0,65.0,65.0,67.0,56.0,322.0,0.21428571428571427,0.20186335403726707,0.20186335403726707,0.2080745341614907,0.17391304347826086
14591,D. Toköz,70.0,61.0,68.0,54.0,75.0,328.0,0.21341463414634146,0.18597560975609756,0.2073170731707317,0.16463414634146342,0.22865853658536586
14592,Guo Hao,60.0,81.0,73.0,68.0,65.0,347.0,0.1729106628242075,0.2334293948126801,0.21037463976945245,0.19596541786743515,0.1873198847262248
14593,K. Sekiguchi,78.0,80.0,74.0,58.0,50.0,340.0,0.22941176470588234,0.23529411764705882,0.21764705882352942,0.17058823529411765,0.14705882352941177
14594,K. Jacobs,65.0,63.0,53.0,77.0,65.0,323.0,0.20123839009287925,0.19504643962848298,0.16408668730650156,0.23839009287925697,0.20123839009287925
14595,M. Christensen,63.0,65.0,66.0,70.0,52.0,316.0,0.19936708860759494,0.20569620253164558,0.2088607594936709,0.22151898734177214,0.16455696202531644
14596,Lee Jeong Bin,70.0,75.0,68.0,59.0,59.0,331.0,0.21148036253776434,0.22658610271903323,0.2054380664652568,0.1782477341389728,0.1782477341389728
14597,R. Tulloch,66.0,66.0,58.0,51.0,55.0,296.0,0.22297297297297297,0.22297297297297297,0.19594594594594594,0.17229729729729729,0.1858108108108108
14598,L. Agüero,66.0,62.0,64.0,62.0,34.0,288.0,0.22916666666666666,0.2152777777777778,0.2222222222222222,0.2152777777777778,0.11805555555555555
14599,D. Meredith,65.0,62.0,61.0,61.0,58.0,307.0,0.21172638436482086,0.20195439739413681,0.1986970684039088,0.1986970684039088,0.18892508143322476
14600,M. Romero,73.0,71.0,69.0,68.0,49.0,330.0,0.22121212121212122,0.21515151515151515,0.20909090909090908,0.20606060606060606,0.1484848484848485
14601,J. Masson,58.0,65.0,46.0,62.0,67.0,298.0,0.19463087248322147,0.2181208053691275,0.15436241610738255,0.2080536912751678,0.22483221476510068
14602,B. Burns,79.0,78.0,59.0,79.0,61.0,356.0,0.22191011235955055,0.21910112359550563,0.16573033707865167,0.22191011235955055,0.17134831460674158
14603,B. Gilmour,66.0,56.0,75.0,50.0,54.0,301.0,0.21926910299003322,0.18604651162790697,0.24916943521594684,0.16611295681063123,0.17940199335548174
14604,Cheng Yuan,76.0,64.0,78.0,73.0,62.0,353.0,0.21529745042492918,0.1813031161473088,0.22096317280453256,0.20679886685552407,0.17563739376770537
14605,Kim Hyun Hun,73.0,69.0,60.0,64.0,64.0,330.0,0.22121212121212122,0.20909090909090908,0.18181818181818182,0.19393939393939394,0.19393939393939394
14606,Genaro,67.0,67.0,60.0,60.0,67.0,321.0,0.2087227414330218,0.2087227414330218,0.18691588785046728,0.18691588785046728,0.2087227414330218
14607,Y. Takahashi,59.0,66.0,46.0,56.0,46.0,273.0,0.21611721611721613,0.24175824175824176,0.1684981684981685,0.20512820512820512,0.1684981684981685
14608,B. Wilson,75.0,73.0,62.0,68.0,38.0,316.0,0.23734177215189872,0.2310126582278481,0.1962025316455696,0.21518987341772153,0.12025316455696203
14609,D. Heymans,64.0,64.0,62.0,62.0,54.0,306.0,0.20915032679738563,0.20915032679738563,0.20261437908496732,0.20261437908496732,0.17647058823529413
14610,C. Randall,67.0,64.0,49.0,55.0,70.0,305.0,0.21967213114754097,0.2098360655737705,0.16065573770491803,0.18032786885245902,0.22950819672131148
14611,C. Johnson,55.0,56.0,48.0,65.0,76.0,300.0,0.18333333333333332,0.18666666666666668,0.16,0.21666666666666667,0.25333333333333335
14612,R. Nicolaisen,61.0,65.0,52.0,64.0,56.0,298.0,0.20469798657718122,0.2181208053691275,0.174496644295302,0.21476510067114093,0.18791946308724833
14613,M. Nani,65.0,67.0,59.0,69.0,55.0,315.0,0.20634920634920634,0.2126984126984127,0.1873015873015873,0.21904761904761905,0.1746031746031746
14614,S. Otayf,61.0,59.0,68.0,65.0,52.0,305.0,0.2,0.19344262295081968,0.22295081967213115,0.21311475409836064,0.17049180327868851
14615,H. Nakamura,57.0,57.0,77.0,79.0,74.0,344.0,0.16569767441860464,0.16569767441860464,0.2238372093023256,0.22965116279069767,0.21511627906976744
14616,M. Kryeziu,46.0,44.0,64.0,67.0,66.0,287.0,0.1602787456445993,0.15331010452961671,0.2229965156794425,0.23344947735191637,0.22996515679442509
14617,Park Hyeong Jin,78.0,80.0,76.0,64.0,52.0,350.0,0.22285714285714286,0.22857142857142856,0.21714285714285714,0.18285714285714286,0.14857142857142858
14618,A. Gallo,80.0,80.0,67.0,55.0,50.0,332.0,0.24096385542168675,0.24096385542168675,0.20180722891566266,0.16566265060240964,0.15060240963855423
14619,Baek Dong Gyu,46.0,60.0,43.0,77.0,60.0,286.0,0.16083916083916083,0.2097902097902098,0.15034965034965034,0.2692307692307692,0.2097902097902098
14620,R. Watson,40.0,48.0,55.0,33.0,40.0,216.0,0.18518518518518517,0.2222222222222222,0.25462962962962965,0.1527777777777778,0.18518518518518517
14621,A. Amadi-Holloway,69.0,70.0,69.0,65.0,58.0,331.0,0.2084592145015106,0.21148036253776434,0.2084592145015106,0.19637462235649547,0.17522658610271905
14622,D. Olave,69.0,74.0,66.0,68.0,58.0,335.0,0.20597014925373133,0.2208955223880597,0.19701492537313434,0.20298507462686566,0.17313432835820897
14623,R. Romero,69.0,74.0,75.0,65.0,56.0,339.0,0.20353982300884957,0.2182890855457227,0.22123893805309736,0.19174041297935104,0.16519174041297935
14624,B. Janošević,25.0,21.0,23.0,22.0,35.0,126.0,0.1984126984126984,0.16666666666666666,0.18253968253968253,0.1746031746031746,0.2777777777777778
14625,D. Sula,68.0,66.0,63.0,61.0,43.0,301.0,0.22591362126245848,0.21926910299003322,0.20930232558139536,0.2026578073089701,0.14285714285714285
14626,B. Hanlan,84.0,86.0,64.0,78.0,37.0,349.0,0.24068767908309455,0.24641833810888253,0.1833810888252149,0.22349570200573066,0.10601719197707736
14627,P. Wiesinger,65.0,70.0,51.0,67.0,53.0,306.0,0.21241830065359477,0.22875816993464052,0.16666666666666666,0.21895424836601307,0.17320261437908496
14628,C. Martin,63.0,69.0,71.0,67.0,63.0,333.0,0.1891891891891892,0.2072072072072072,0.2132132132132132,0.2012012012012012,0.1891891891891892
14629,Kuk Tae Jeong,76.0,72.0,66.0,60.0,63.0,337.0,0.22551928783382788,0.21364985163204747,0.19584569732937684,0.17804154302670624,0.18694362017804153
14630,D. Oberhauser,47.0,41.0,52.0,33.0,16.0,189.0,0.24867724867724866,0.21693121693121692,0.2751322751322751,0.1746031746031746,0.08465608465608465
14631,E. Kupen,85.0,83.0,76.0,53.0,48.0,345.0,0.2463768115942029,0.24057971014492754,0.22028985507246376,0.1536231884057971,0.1391304347826087
14632,D. Jarl,47.0,73.0,32.0,48.0,62.0,262.0,0.17938931297709923,0.2786259541984733,0.12213740458015267,0.183206106870229,0.2366412213740458
14633,D. Carr,76.0,76.0,68.0,67.0,33.0,320.0,0.2375,0.2375,0.2125,0.209375,0.103125
14634,M. Diallo,66.0,67.0,65.0,51.0,31.0,280.0,0.2357142857142857,0.2392857142857143,0.23214285714285715,0.18214285714285713,0.11071428571428571
14635,L. Scherff,84.0,79.0,80.0,81.0,72.0,396.0,0.21212121212121213,0.1994949494949495,0.20202020202020202,0.20454545454545456,0.18181818181818182
14636,C. Brandeborn,73.0,70.0,71.0,61.0,65.0,340.0,0.21470588235294116,0.20588235294117646,0.2088235294117647,0.17941176470588235,0.19117647058823528
14637,M. Drennan,70.0,72.0,74.0,55.0,76.0,347.0,0.2017291066282421,0.207492795389049,0.2132564841498559,0.1585014409221902,0.21902017291066284
14638,I. Djuric,63.0,69.0,65.0,60.0,57.0,314.0,0.20063694267515925,0.2197452229299363,0.2070063694267516,0.1910828025477707,0.18152866242038215
14639,M. Allende,55.0,59.0,59.0,37.0,45.0,255.0,0.21568627450980393,0.23137254901960785,0.23137254901960785,0.1450980392156863,0.17647058823529413
14640,M. Knudsen,60.0,67.0,67.0,70.0,42.0,306.0,0.19607843137254902,0.21895424836601307,0.21895424836601307,0.22875816993464052,0.13725490196078433
14641,T. Taiwo,73.0,69.0,66.0,80.0,57.0,345.0,0.21159420289855072,0.2,0.19130434782608696,0.2318840579710145,0.16521739130434782
14642,L. Pizarro,67.0,74.0,73.0,67.0,65.0,346.0,0.1936416184971098,0.2138728323699422,0.21098265895953758,0.1936416184971098,0.18786127167630057
14643,M. Olsen Pettersen,24.0,23.0,28.0,21.0,16.0,112.0,0.21428571428571427,0.20535714285714285,0.25,0.1875,0.14285714285714285
14644,A. Berry,65.0,68.0,74.0,83.0,68.0,358.0,0.18156424581005587,0.18994413407821228,0.20670391061452514,0.23184357541899442,0.18994413407821228
14645,H. Wingo,74.0,79.0,65.0,79.0,43.0,340.0,0.21764705882352942,0.2323529411764706,0.19117647058823528,0.2323529411764706,0.1264705882352941
14646,M. Taylor-Crossdale,65.0,72.0,60.0,50.0,40.0,287.0,0.2264808362369338,0.2508710801393728,0.20905923344947736,0.17421602787456447,0.13937282229965156
14647,C. Omeje,59.0,66.0,60.0,68.0,36.0,289.0,0.2041522491349481,0.22837370242214533,0.20761245674740483,0.23529411764705882,0.1245674740484429
14648,C. Vidal,55.0,53.0,44.0,64.0,49.0,265.0,0.20754716981132076,0.2,0.1660377358490566,0.24150943396226415,0.18490566037735848
14649,F. Okenabirhie,79.0,83.0,78.0,72.0,52.0,364.0,0.21703296703296704,0.22802197802197802,0.21428571428571427,0.1978021978021978,0.14285714285714285
14650,J. Aguilera,71.0,70.0,73.0,67.0,53.0,334.0,0.2125748502994012,0.20958083832335328,0.218562874251497,0.20059880239520958,0.15868263473053892
14651,S. Warmolts,65.0,55.0,54.0,53.0,65.0,292.0,0.2226027397260274,0.18835616438356165,0.18493150684931506,0.1815068493150685,0.2226027397260274
14652,D. Mantilla,66.0,65.0,65.0,72.0,54.0,322.0,0.20496894409937888,0.20186335403726707,0.20186335403726707,0.2236024844720497,0.16770186335403728
14653,P. Amond,59.0,61.0,65.0,63.0,35.0,283.0,0.20848056537102475,0.21554770318021202,0.22968197879858657,0.2226148409893993,0.12367491166077739
14654,M. Pałaszewski,66.0,68.0,79.0,72.0,60.0,345.0,0.19130434782608696,0.19710144927536233,0.2289855072463768,0.20869565217391303,0.17391304347826086
14655,M. Pavić,71.0,73.0,56.0,64.0,54.0,318.0,0.22327044025157233,0.22955974842767296,0.1761006289308176,0.20125786163522014,0.16981132075471697
14656,K. Hachisuka,68.0,75.0,63.0,79.0,61.0,346.0,0.19653179190751446,0.21676300578034682,0.18208092485549132,0.22832369942196531,0.17630057803468208
14657,B. Cooper,55.0,49.0,45.0,49.0,56.0,254.0,0.21653543307086615,0.19291338582677164,0.17716535433070865,0.19291338582677164,0.2204724409448819
14658,G. Damen,64.0,65.0,68.0,72.0,57.0,326.0,0.19631901840490798,0.19938650306748465,0.2085889570552147,0.22085889570552147,0.17484662576687116
14659,C. Rubio Sivodedov,68.0,62.0,71.0,60.0,39.0,300.0,0.22666666666666666,0.20666666666666667,0.23666666666666666,0.2,0.13
14660,J. Smith,87.0,82.0,77.0,55.0,34.0,335.0,0.25970149253731345,0.24477611940298508,0.2298507462686567,0.16417910447761194,0.10149253731343283
14661,M. Ndjoli,71.0,72.0,63.0,68.0,55.0,329.0,0.21580547112462006,0.2188449848024316,0.19148936170212766,0.2066869300911854,0.16717325227963525
14662,Manu Navarro,56.0,54.0,53.0,55.0,53.0,271.0,0.2066420664206642,0.1992619926199262,0.19557195571955718,0.2029520295202952,0.19557195571955718
14663,Javi Pérez,52.0,60.0,45.0,57.0,41.0,255.0,0.20392156862745098,0.23529411764705882,0.17647058823529413,0.2235294117647059,0.1607843137254902
14664,J. Wallens,38.0,43.0,54.0,27.0,21.0,183.0,0.20765027322404372,0.23497267759562843,0.29508196721311475,0.14754098360655737,0.11475409836065574
14665,A. Parisi,66.0,68.0,42.0,56.0,43.0,275.0,0.24,0.24727272727272728,0.15272727272727274,0.20363636363636364,0.15636363636363637
14666,L. Yamaguchi,20.0,26.0,33.0,18.0,22.0,119.0,0.16806722689075632,0.2184873949579832,0.2773109243697479,0.15126050420168066,0.18487394957983194
14667,K. Tagawa,79.0,83.0,75.0,70.0,62.0,369.0,0.2140921409214092,0.22493224932249323,0.2032520325203252,0.1897018970189702,0.16802168021680217
14668,J. Herrera,60.0,64.0,61.0,67.0,24.0,276.0,0.21739130434782608,0.2318840579710145,0.2210144927536232,0.2427536231884058,0.08695652173913043
14669,P. Chato,68.0,74.0,69.0,72.0,58.0,341.0,0.19941348973607037,0.21700879765395895,0.20234604105571846,0.21114369501466276,0.17008797653958943
14670,E. Majetschak,61.0,55.0,64.0,48.0,51.0,279.0,0.21863799283154123,0.1971326164874552,0.22939068100358423,0.17204301075268819,0.1827956989247312
14671,H. Hope,73.0,75.0,58.0,68.0,44.0,318.0,0.22955974842767296,0.2358490566037736,0.18238993710691823,0.2138364779874214,0.13836477987421383
14672,Seo Jae Min,65.0,64.0,81.0,59.0,42.0,311.0,0.2090032154340836,0.2057877813504823,0.2604501607717042,0.18971061093247588,0.13504823151125403
14673,R. Durán,62.0,61.0,60.0,56.0,32.0,271.0,0.22878228782287824,0.22509225092250923,0.22140221402214022,0.2066420664206642,0.11808118081180811
14674,B. Adekanye,75.0,73.0,68.0,55.0,45.0,316.0,0.23734177215189872,0.2310126582278481,0.21518987341772153,0.17405063291139242,0.14240506329113925
14675,C. Baumgartner,54.0,61.0,67.0,50.0,45.0,277.0,0.19494584837545126,0.22021660649819494,0.24187725631768953,0.18050541516245489,0.1624548736462094
14676,Salcedo,61.0,59.0,60.0,53.0,24.0,257.0,0.23735408560311283,0.22957198443579765,0.23346303501945526,0.20622568093385213,0.0933852140077821
14677,L. Donnelly,64.0,60.0,61.0,61.0,71.0,317.0,0.20189274447949526,0.1892744479495268,0.19242902208201892,0.19242902208201892,0.22397476340694006
14678,S. Lauper,69.0,71.0,68.0,70.0,44.0,322.0,0.21428571428571427,0.2204968944099379,0.2111801242236025,0.21739130434782608,0.13664596273291926
14679,Anderson Emanuel,71.0,72.0,73.0,51.0,60.0,327.0,0.21712538226299694,0.22018348623853212,0.22324159021406728,0.1559633027522936,0.1834862385321101
14680,A. Balanta,67.0,62.0,56.0,68.0,64.0,317.0,0.2113564668769716,0.19558359621451105,0.17665615141955837,0.21451104100946372,0.20189274447949526
14681,C. Georges,77.0,72.0,74.0,46.0,37.0,306.0,0.25163398692810457,0.23529411764705882,0.24183006535947713,0.1503267973856209,0.12091503267973856
14682,W. Hajda,64.0,64.0,75.0,75.0,68.0,346.0,0.18497109826589594,0.18497109826589594,0.21676300578034682,0.21676300578034682,0.19653179190751446
14683,N. Petric,21.0,27.0,36.0,25.0,27.0,136.0,0.15441176470588236,0.19852941176470587,0.2647058823529412,0.18382352941176472,0.19852941176470587
14684,D. Kerschbaumer,72.0,67.0,70.0,60.0,56.0,325.0,0.22153846153846155,0.20615384615384616,0.2153846153846154,0.18461538461538463,0.1723076923076923
14685,R. Telfer,81.0,80.0,69.0,62.0,64.0,356.0,0.22752808988764045,0.2247191011235955,0.19382022471910113,0.17415730337078653,0.1797752808988764
14686,Otaño,30.0,28.0,38.0,26.0,23.0,145.0,0.20689655172413793,0.19310344827586207,0.2620689655172414,0.1793103448275862,0.15862068965517243
14687,D. Loader,74.0,76.0,78.0,55.0,30.0,313.0,0.2364217252396166,0.24281150159744408,0.24920127795527156,0.1757188498402556,0.09584664536741214
14688,J. Montaño,79.0,72.0,68.0,73.0,48.0,340.0,0.2323529411764706,0.21176470588235294,0.2,0.21470588235294116,0.1411764705882353
14689,J. Marcinkowski,21.0,24.0,23.0,27.0,43.0,138.0,0.15217391304347827,0.17391304347826086,0.16666666666666666,0.1956521739130435,0.3115942028985507
14690,G. Herrem,67.0,63.0,60.0,64.0,39.0,293.0,0.22866894197952217,0.2150170648464164,0.20477815699658702,0.21843003412969283,0.13310580204778158
14691,I. Al Zubaidi,71.0,72.0,76.0,60.0,61.0,340.0,0.2088235294117647,0.21176470588235294,0.2235294117647059,0.17647058823529413,0.17941176470588235
14692,J. Calero,59.0,60.0,55.0,64.0,32.0,270.0,0.21851851851851853,0.2222222222222222,0.2037037037037037,0.23703703703703705,0.11851851851851852
14693,S. Perić,74.0,70.0,52.0,57.0,66.0,319.0,0.23197492163009403,0.219435736677116,0.16300940438871472,0.1786833855799373,0.20689655172413793
14694,S. Raheriharimanana,62.0,43.0,73.0,56.0,64.0,298.0,0.2080536912751678,0.14429530201342283,0.24496644295302014,0.18791946308724833,0.21476510067114093
14695,R. Gül,79.0,79.0,72.0,31.0,28.0,289.0,0.27335640138408307,0.27335640138408307,0.2491349480968858,0.10726643598615918,0.09688581314878893
14696,I. Wilson,68.0,60.0,65.0,72.0,73.0,338.0,0.20118343195266272,0.17751479289940827,0.19230769230769232,0.21301775147928995,0.21597633136094674
14697,N. Al Dawsari,67.0,69.0,79.0,66.0,50.0,331.0,0.20241691842900303,0.2084592145015106,0.23867069486404835,0.19939577039274925,0.1510574018126888
14698,H. Al Maqati,68.0,69.0,65.0,59.0,47.0,308.0,0.22077922077922077,0.22402597402597402,0.21103896103896103,0.19155844155844157,0.1525974025974026
14699,K. Bigler,69.0,71.0,67.0,74.0,77.0,358.0,0.19273743016759776,0.19832402234636873,0.1871508379888268,0.20670391061452514,0.21508379888268156
14700,P. Berg,74.0,77.0,70.0,60.0,45.0,326.0,0.22699386503067484,0.2361963190184049,0.2147239263803681,0.18404907975460122,0.13803680981595093
14701,A. Zendejas,77.0,78.0,81.0,62.0,59.0,357.0,0.21568627450980393,0.2184873949579832,0.226890756302521,0.17366946778711484,0.16526610644257703
14702,A. Karnuçu,52.0,49.0,50.0,44.0,75.0,270.0,0.1925925925925926,0.1814814814814815,0.18518518518518517,0.16296296296296298,0.2777777777777778
14703,D. Quaranta,61.0,62.0,52.0,63.0,48.0,286.0,0.21328671328671328,0.21678321678321677,0.18181818181818182,0.2202797202797203,0.16783216783216784
14704,T. Velaphi,53.0,53.0,56.0,34.0,19.0,215.0,0.24651162790697675,0.24651162790697675,0.26046511627906976,0.15813953488372093,0.08837209302325581
14705,N. Das,76.0,73.0,79.0,60.0,56.0,344.0,0.22093023255813954,0.21220930232558138,0.22965116279069767,0.1744186046511628,0.16279069767441862
14706,J. Durán,59.0,45.0,37.0,58.0,58.0,257.0,0.22957198443579765,0.17509727626459143,0.14396887159533073,0.22568093385214008,0.22568093385214008
14707,Rafael Zuchi,55.0,60.0,45.0,61.0,59.0,280.0,0.19642857142857142,0.21428571428571427,0.16071428571428573,0.21785714285714286,0.21071428571428572
14708,M. Vargas,48.0,51.0,38.0,42.0,37.0,216.0,0.2222222222222222,0.2361111111111111,0.17592592592592593,0.19444444444444445,0.1712962962962963
14709,O. Ural,74.0,79.0,70.0,55.0,55.0,333.0,0.2222222222222222,0.23723723723723725,0.21021021021021022,0.16516516516516516,0.16516516516516516
14710,S. Mustafa,63.0,64.0,55.0,61.0,55.0,298.0,0.21140939597315436,0.21476510067114093,0.18456375838926176,0.20469798657718122,0.18456375838926176
14711,M. Youssouf,63.0,72.0,78.0,66.0,43.0,322.0,0.1956521739130435,0.2236024844720497,0.2422360248447205,0.20496894409937888,0.13354037267080746
14712,S. Hart,70.0,73.0,55.0,63.0,59.0,320.0,0.21875,0.228125,0.171875,0.196875,0.184375
14713,M. Al Baqawi,71.0,76.0,52.0,57.0,66.0,322.0,0.2204968944099379,0.2360248447204969,0.16149068322981366,0.17701863354037267,0.20496894409937888
14714,J. Díaz,69.0,73.0,78.0,68.0,66.0,354.0,0.19491525423728814,0.2062146892655367,0.22033898305084745,0.192090395480226,0.1864406779661017
14715,Liu Junshuai,51.0,63.0,62.0,71.0,56.0,303.0,0.16831683168316833,0.2079207920792079,0.20462046204620463,0.23432343234323433,0.1848184818481848
14716,H. Hankić,31.0,32.0,34.0,23.0,14.0,134.0,0.23134328358208955,0.23880597014925373,0.2537313432835821,0.17164179104477612,0.1044776119402985
14717,Jiang Zhe,50.0,52.0,46.0,76.0,42.0,266.0,0.18796992481203006,0.19548872180451127,0.17293233082706766,0.2857142857142857,0.15789473684210525
14718,G. Edmundson,56.0,55.0,72.0,68.0,59.0,310.0,0.18064516129032257,0.1774193548387097,0.23225806451612904,0.21935483870967742,0.19032258064516128
14719,M. Blauensteiner,66.0,68.0,62.0,66.0,47.0,309.0,0.21359223300970873,0.22006472491909385,0.20064724919093851,0.21359223300970873,0.15210355987055016
14720,K. Rauhut,29.0,35.0,33.0,20.0,27.0,144.0,0.2013888888888889,0.24305555555555555,0.22916666666666666,0.1388888888888889,0.1875
14721,A. Tripaldelli,61.0,61.0,57.0,59.0,59.0,297.0,0.2053872053872054,0.2053872053872054,0.1919191919191919,0.19865319865319866,0.19865319865319866
14722,B. Wilson,40.0,40.0,32.0,22.0,19.0,153.0,0.26143790849673204,0.26143790849673204,0.20915032679738563,0.1437908496732026,0.12418300653594772
14723,T. Kunimoto,82.0,76.0,69.0,58.0,26.0,311.0,0.26366559485530544,0.24437299035369775,0.22186495176848875,0.1864951768488746,0.08360128617363344
14724,V. Xenopoulos,25.0,33.0,45.0,45.0,17.0,165.0,0.15151515151515152,0.2,0.2727272727272727,0.2727272727272727,0.10303030303030303
14725,B. Warland,48.0,59.0,57.0,65.0,44.0,273.0,0.17582417582417584,0.21611721611721613,0.2087912087912088,0.23809523809523808,0.16117216117216118
14726,M. Paes,22.0,30.0,34.0,35.0,17.0,138.0,0.15942028985507245,0.21739130434782608,0.2463768115942029,0.2536231884057971,0.12318840579710146
14727,R. Obermair,65.0,63.0,65.0,41.0,39.0,273.0,0.23809523809523808,0.23076923076923078,0.23809523809523808,0.15018315018315018,0.14285714285714285
14728,C. Palacios,71.0,72.0,67.0,71.0,42.0,323.0,0.21981424148606812,0.22291021671826625,0.20743034055727555,0.21981424148606812,0.13003095975232198
14729,L. O'Brien,45.0,51.0,53.0,34.0,30.0,213.0,0.2112676056338028,0.23943661971830985,0.24882629107981222,0.1596244131455399,0.14084507042253522
14730,D. Ochieng,73.0,69.0,50.0,72.0,57.0,321.0,0.22741433021806853,0.21495327102803738,0.1557632398753894,0.22429906542056074,0.17757009345794392
14731,W. Kurtovic,60.0,65.0,65.0,77.0,70.0,337.0,0.17804154302670624,0.19287833827893175,0.19287833827893175,0.228486646884273,0.20771513353115728
14732,Yoo Seung Min,76.0,77.0,73.0,59.0,42.0,327.0,0.2324159021406728,0.23547400611620795,0.22324159021406728,0.18042813455657492,0.12844036697247707
14733,T. Freriks,55.0,53.0,57.0,55.0,32.0,252.0,0.21825396825396826,0.21031746031746032,0.2261904761904762,0.21825396825396826,0.12698412698412698
14734,Manu Moya,58.0,56.0,45.0,63.0,58.0,280.0,0.20714285714285716,0.2,0.16071428571428573,0.225,0.20714285714285716
14735,A. Södlund,64.0,68.0,63.0,75.0,56.0,326.0,0.19631901840490798,0.2085889570552147,0.19325153374233128,0.23006134969325154,0.17177914110429449
14736,M. Kurogi,64.0,61.0,52.0,68.0,43.0,288.0,0.2222222222222222,0.21180555555555555,0.18055555555555555,0.2361111111111111,0.14930555555555555
14737,K. Sessa,75.0,68.0,76.0,49.0,41.0,309.0,0.24271844660194175,0.22006472491909385,0.2459546925566343,0.15857605177993528,0.13268608414239483
14738,Sergio Tienza,31.0,30.0,37.0,40.0,23.0,161.0,0.19254658385093168,0.18633540372670807,0.22981366459627328,0.2484472049689441,0.14285714285714285
14739,K. Michalski,69.0,65.0,69.0,86.0,53.0,342.0,0.20175438596491227,0.19005847953216373,0.20175438596491227,0.25146198830409355,0.15497076023391812
14740,Carlos Vicente,68.0,64.0,57.0,60.0,30.0,279.0,0.24372759856630824,0.22939068100358423,0.20430107526881722,0.21505376344086022,0.10752688172043011
14741,B. Rowthorn,55.0,63.0,55.0,64.0,67.0,304.0,0.18092105263157895,0.20723684210526316,0.18092105263157895,0.21052631578947367,0.22039473684210525
14742,T. Fleckstein,62.0,64.0,57.0,37.0,51.0,271.0,0.22878228782287824,0.23616236162361623,0.21033210332103322,0.13653136531365315,0.1881918819188192
14743,D. Restrepo,65.0,61.0,79.0,77.0,36.0,318.0,0.20440251572327045,0.1918238993710692,0.24842767295597484,0.24213836477987422,0.11320754716981132
14744,S. Omeonga,65.0,54.0,68.0,47.0,57.0,291.0,0.22336769759450173,0.18556701030927836,0.23367697594501718,0.16151202749140894,0.1958762886597938
14745,D. N'Lundulu,73.0,68.0,58.0,59.0,33.0,291.0,0.2508591065292096,0.23367697594501718,0.19931271477663232,0.2027491408934708,0.1134020618556701
14746,D. Wanner,68.0,67.0,69.0,62.0,43.0,309.0,0.22006472491909385,0.2168284789644013,0.22330097087378642,0.20064724919093851,0.13915857605177995
14747,J. Zickert,79.0,75.0,71.0,69.0,67.0,361.0,0.2188365650969529,0.2077562326869806,0.19667590027700832,0.19113573407202217,0.18559556786703602
14748,Y. Ota,34.0,48.0,61.0,50.0,48.0,241.0,0.14107883817427386,0.1991701244813278,0.25311203319502074,0.2074688796680498,0.1991701244813278
14749,K. Velasco,76.0,74.0,72.0,62.0,32.0,316.0,0.24050632911392406,0.23417721518987342,0.22784810126582278,0.1962025316455696,0.10126582278481013
14750,A. Al Ruhaili,43.0,43.0,35.0,33.0,18.0,172.0,0.25,0.25,0.20348837209302326,0.19186046511627908,0.10465116279069768
14751,Lee Eun Beom,75.0,84.0,66.0,84.0,33.0,342.0,0.21929824561403508,0.24561403508771928,0.19298245614035087,0.24561403508771928,0.09649122807017543
14752,B. Diakité,62.0,64.0,55.0,64.0,59.0,304.0,0.20394736842105263,0.21052631578947367,0.18092105263157895,0.21052631578947367,0.19407894736842105
14753,C. Guy,69.0,65.0,71.0,73.0,53.0,331.0,0.2084592145015106,0.19637462235649547,0.21450151057401812,0.22054380664652568,0.16012084592145015
14754,D. Cruz,71.0,70.0,74.0,65.0,64.0,344.0,0.2063953488372093,0.20348837209302326,0.21511627906976744,0.18895348837209303,0.18604651162790697
14755,E. Erenler,61.0,55.0,46.0,63.0,50.0,275.0,0.22181818181818183,0.2,0.16727272727272727,0.2290909090909091,0.18181818181818182
